Code	NameZh	CategoryZh	Note
ItAr_Scroll_StormFist	风暴之拳	卷轴	THGL候选|item_it_ar_scroll_storm_fist
ItAr_Scroll_StormOfFire	烈火风暴	卷轴	THGL候选|item_it_ar_scroll_storm_of_fire
ItAr_Scroll_SummonArmyOfDarkness	召唤黑暗军团	卷轴	THGL候选|item_it_ar_scroll_summon_army_of_darkness
ItAr_Scroll_SummonDemon	召唤恶魔	卷轴	THGL候选|item_it_ar_scroll_summon_demon
ItAr_Scroll_SummonGolem	召唤魔像	卷轴	THGL候选|item_it_ar_scroll_summon_golem
ItAr_Scroll_SummonSkeletons	召唤骷髅	卷轴	THGL候选|item_it_ar_scroll_summon_skeletons
ItAr_Scroll_Telekinesis	念力	卷轴	THGL候选|item_it_ar_scroll_telekinesis
ItAr_Scroll_TransformBiter	变身为撕咬怪	卷轴	THGL候选|item_it_ar_scroll_transform_biter
ItAr_Scroll_TransformBloodfly	变身为血蝇	卷轴	THGL候选|item_it_ar_scroll_transform_bloodfly
ItAr_Scroll_TransformBloodhound	变身为寻血猎犬	卷轴	THGL候选|item_it_ar_scroll_transform_bloodhound
ItAr_Scroll_TransformFireLizard	变身为火蜥蜴	卷轴	THGL候选|item_it_ar_scroll_transform_fire_lizard
ItAr_Scroll_TransformHarpy	变身为鹰身女妖	卷轴	THGL候选|item_it_ar_scroll_transform_harpy
ItAr_Scroll_TransformLizard	变身为蜥蜴	卷轴	THGL候选|item_it_ar_scroll_transform_lizard
ItAr_Scroll_TransformLurker	滚动变身为潜伏兽	卷轴	THGL候选|item_it_ar_scroll_transform_lurker
ItAr_Scroll_TransformMeatbug	变身为肉虫	卷轴	THGL候选|item_it_ar_scroll_transform_meatbug
ItAr_Scroll_TransformMinecrawler	变身为爬矿虫	卷轴	THGL候选|item_it_ar_scroll_transform_minecrawler
ItAr_Scroll_TransformMolerat	变身为鼹鼠	卷轴	THGL候选|item_it_ar_scroll_transform_molerat
ItAr_Scroll_TransformOrcDog	变身为兽族犬	卷轴	THGL候选|item_it_ar_scroll_transform_orc_dog
ItAr_Scroll_TransformRazor	变身为剃刀兽	卷轴	THGL候选|item_it_ar_scroll_transform_razor
ItAr_Scroll_TransformScavenger	变身为食尸鸟	卷轴	THGL候选|item_it_ar_scroll_transform_scavenger
ItAr_Scroll_TransformShadowbeast	变身为暗影兽	卷轴	THGL候选|item_it_ar_scroll_transform_shadowbeast
ItAr_Scroll_TransformSnapper	滚动变身为狂暴兽	卷轴	THGL候选|item_it_ar_scroll_transform_snapper
ItAr_Scroll_TransformSwampshark	变身为沼鲨	卷轴	THGL候选|item_it_ar_scroll_transform_swampshark
ItAr_Scroll_TransformWolf	变身为狼	卷轴	THGL候选|item_it_ar_scroll_transform_wolf
ItMw_1H_Axe_01	斧头	单手武器	THGL候选|item_it_mw_1h_axe_01
ItMw_1H_Axe_02	裂颅斧	单手武器	THGL候选|item_it_mw_1h_axe_02
ItMw_1H_Axe_03	碎骨斧	单手武器	THGL候选|item_it_mw_1h_axe_03
ItMw_1H_Axe_Bran	蓝色手柄斧头	单手武器	THGL候选|item_it_mw_1h_axe_bran
ItMw_1H_Axe_Cord	寇德的裂石斧	单手武器	THGL候选|item_it_mw_1h_axe_cord
ItMw_1H_Axe_Hatchet_01	手斧	单手武器	THGL候选|item_it_mw_1h_axe_hatchet_01
ItMw_1H_Axe_Lares	赖瑞斯的斧头	单手武器	THGL候选|item_it_mw_1h_axe_lares
ItMw_1H_Axe_Old_01	凋零斧	单手武器	THGL候选|item_it_mw_1h_axe_old_01
ItMw_1H_Axe_Sickle_01	镰刀	单手武器	THGL候选|item_it_mw_1h_axe_sickle_01
ItMw_1H_Axe_Silas	塞拉斯的斧头	单手武器	THGL候选|item_it_mw_1h_axe_silas
ItMw_1H_Mace_01	流星锤	单手武器	THGL候选|item_it_mw_1h_mace_01
ItMw_1H_Mace_02	尖刺钉头锤	单手武器	THGL候选|item_it_mw_1h_mace_02
ItMw_1H_Mace_03	血蝇刺锤	单手武器	THGL候选|item_it_mw_1h_mace_03
ItMw_1H_Mace_04	钢舌锤	单手武器	THGL候选|item_it_mw_1h_mace_04
ItMw_1H_Mace_Club_01	棍棒	单手武器	THGL候选|item_it_mw_1h_mace_club_01
ItMw_1H_Mace_Fortuno	弗图诺的棍棒	单手武器	THGL候选|item_it_mw_1h_mace_fortuno
ItMw_1H_Mace_Lester	莱斯特的调解棒	单手武器	THGL候选|item_it_mw_1h_mace_lester
ItMw_1H_Mace_Light_01	棒（轻型钉头锤）	单手武器	THGL候选|item_it_mw_1h_mace_light_01
ItMw_1H_Mace_Nailmace_01	钉棍棒	单手武器	THGL候选|item_it_mw_1h_mace_nailmace_01
ItMw_1H_Mace_Namib	纳米卜的棍棒	单手武器	THGL候选|item_it_mw_1h_mace_namib
ItMw_1H_Mace_Orun	奥润的棍棒	单手武器	THGL候选|item_it_mw_1h_mace_orun
ItMw_1H_Mace_Poker_01	拨火棍	单手武器	THGL候选|item_it_mw_1h_mace_poker_01
ItMw_1H_Mace_Sledgehammer_01	铁匠锤	单手武器	THGL候选|item_it_mw_1h_mace_sledgehammer_01
ItMw_1H_Mace_War_01	钉头锤	单手武器	THGL候选|item_it_mw_1h_mace_war_01
ItMw_1H_Mace_War_02	钢钉头锤	单手武器	THGL候选|item_it_mw_1h_mace_war_02
ItMw_1H_Mace_War_03	碎石锤	单手武器	THGL候选|item_it_mw_1h_mace_war_03
ItMw_1H_Mace_Warhammer_01	兽族锤	单手武器	THGL候选|item_it_mw_1h_mace_warhammer_01
ItMw_1H_Mace_Warhammer_02	战锤	单手武器	THGL候选|item_it_mw_1h_mace_warhammer_02
ItMw_1H_Mace_Warhammer_03	神之锤	单手武器	THGL候选|item_it_mw_1h_mace_warhammer_03
ItMw_1H_Sword_01	粗剑	单手武器	THGL候选|item_it_mw_1h_sword_01
ItMw_1H_Sword_02	审判之剑	单手武器	THGL候选|item_it_mw_1h_sword_02
ItMw_1H_Sword_03	守卫之剑	单手武器	THGL候选|item_it_mw_1h_sword_03
ItMw_1H_Sword_04	战斗剑	单手武器	THGL候选|item_it_mw_1h_sword_04
ItMw_1H_Sword_05	战争之剑	单手武器	THGL候选|item_it_mw_1h_sword_05
ItMw_1H_Sword_Arto	阿托斯之剑	单手武器	THGL候选|item_it_mw_1h_sword_arto
ItMw_1H_Sword_Bastard_01	生锈的变种剑	单手武器	THGL候选|item_it_mw_1h_sword_bastard_01
ItMw_1H_Sword_Bastard_02	屠夫剑	单手武器	THGL候选|item_it_mw_1h_sword_bastard_02
ItMw_1H_Sword_Bastard_03	执行之剑	单手武器	THGL候选|item_it_mw_1h_sword_bastard_03
ItMw_1H_Sword_Bastard_04	狂战士之剑	单手武器	THGL候选|item_it_mw_1h_sword_bastard_04
ItMw_1H_Sword_Broad_01	阔剑	单手武器	THGL候选|item_it_mw_1h_sword_broad_01
ItMw_1H_Sword_Broad_02	战士裁决之剑	单手武器	THGL候选|item_it_mw_1h_sword_broad_02
ItMw_1H_Sword_Broad_03	风暴低语	单手武器	THGL候选|item_it_mw_1h_sword_broad_03
ItMw_1H_Sword_Broad_04	守卫之手	单手武器	THGL候选|item_it_mw_1h_sword_broad_04
ItMw_1H_Sword_Kalom	卡隆的剑	单手武器	THGL候选|item_it_mw_1h_sword_kalom
ItMw_1H_Sword_Lightguard_01	轻装守卫之剑	单手武器	THGL候选|item_it_mw_1h_sword_lightguard_01
ItMw_1H_Sword_Long_01	长剑	单手武器	THGL候选|item_it_mw_1h_sword_long_01
ItMw_1H_Sword_Long_02	恐惧之剑	单手武器	THGL候选|item_it_mw_1h_sword_long_02
ItMw_1H_Sword_Long_03	憎恨之剑	单手武器	THGL候选|item_it_mw_1h_sword_long_03
ItMw_1H_Sword_Long_04	胜利之剑	单手武器	THGL候选|item_it_mw_1h_sword_long_04
ItMw_1H_Sword_Long_05	死亡之剑	单手武器	THGL候选|item_it_mw_1h_sword_long_05
ItMw_1H_Sword_Old_01	生锈的剑	单手武器	THGL候选|item_it_mw_1h_sword_old_01
ItMw_1H_Sword_Old_02	旧剑	单手武器	THGL候选|item_it_mw_1h_sword_old_02
ItMw_1H_Sword_Paw	利爪之拳	单手武器	THGL候选|item_it_mw_1h_sword_paw
ItMw_1H_Sword_Raven	瑞文的权剑	单手武器	THGL候选|item_it_mw_1h_sword_raven
ItMw_1H_Sword_Scar	斯卡尔的剑	单手武器	THGL候选|item_it_mw_1h_sword_scar
ItMw_1H_Sword_Scythe_01	切割镰刀	单手武器	THGL候选|item_it_mw_1h_sword_scythe_01
ItMw_1H_Sword_Short_01	短剑	单手武器	THGL候选|item_it_mw_1h_sword_short_01
ItMw_1H_Sword_Short_02	农夫护身剑	单手武器	THGL候选|item_it_mw_1h_sword_short_02
ItMw_1H_Sword_Short_03	潜伏兽之咬	单手武器	THGL候选|item_it_mw_1h_sword_short_03
ItMw_1H_Sword_Short_04	创伤之棘	单手武器	THGL候选|item_it_mw_1h_sword_short_04
ItMw_1H_Sword_Short_05	矿工之律	单手武器	THGL候选|item_it_mw_1h_sword_short_05
ItMw_1H_Sword_Whistler	惠斯勒的剑	单手武器	THGL候选|item_it_mw_1h_sword_whistler
ItMw_1H_Torch	火炬	单手武器	THGL候选|item_it_mw_1h_torch
ItMw_2H_Axe_Gorn	高恩的复仇	双手武器	THGL候选|item_it_mw_2h_axe_gorn
ItMw_2H_Axe_Heavy_01	战斧	双手武器	THGL候选|item_it_mw_2h_axe_heavy_01
ItMw_2H_Axe_Heavy_02	战士之声	双手武器	THGL候选|item_it_mw_2h_axe_heavy_02
ItMw_2H_Axe_Heavy_03	野蛮人之拳	双手武器	THGL候选|item_it_mw_2h_axe_heavy_03
ItMw_2H_Axe_Heavy_04	巨魔之拳	双手武器	THGL候选|item_it_mw_2h_axe_heavy_04
ItMw_2H_Axe_Lee	李的斧头	双手武器	THGL候选|item_it_mw_2h_axe_lee
ItMw_2H_Axe_Light_01	轻战斧	双手武器	THGL候选|item_it_mw_2h_axe_light_01
ItMw_2H_Axe_Light_02	雷霆之斧	双手武器	THGL候选|item_it_mw_2h_axe_light_02
ItMw_2H_Axe_Light_03	粉碎之斧	双手武器	THGL候选|item_it_mw_2h_axe_light_03
ItMw_2H_Axe_Old_01	旧战斧	双手武器	THGL候选|item_it_mw_2h_axe_old_01
ItMw_2H_Axe_Old_02	割血斧	双手武器	THGL候选|item_it_mw_2h_axe_old_02
ItMw_2H_Axe_Old_03	老法官	双手武器	THGL候选|item_it_mw_2h_axe_old_03
ItMw_2H_Axe_Orc_01	克鲁什·帕克	双手武器	THGL候选|item_it_mw_2h_axe_orc_01
ItMw_2H_Axe_Orc_02	克鲁什·乌尔罗克	双手武器	THGL候选|item_it_mw_2h_axe_orc_02
ItMw_2H_Axe_Orc_03	克鲁什·阿加什	双手武器	THGL候选|item_it_mw_2h_axe_orc_03
ItMw_2H_Axe_Orc_04	克鲁什·布洛克达尔	双手武器	THGL候选|item_it_mw_2h_axe_orc_04
ItMw_2H_Axe_Orik	欧瑞克的斧头	双手武器	THGL候选|item_it_mw_2h_axe_orik
ItMw_2H_Axe_Pickaxe	镐	双手武器	THGL候选|item_it_mw_2h_axe_pickaxe
ItMw_2H_Axe_Torlof	托洛夫的斧头	双手武器	THGL候选|item_it_mw_2h_axe_torlof
ItMw_2H_Mace_Orc_01	克鲁什·卡洛克	双手武器	THGL候选|item_it_mw_2h_mace_orc_01
ItMw_2H_Scepter_Skeletonmage	法师权杖	双手武器	THGL候选|item_it_mw_2h_scepter_skeletonmage
ItMw_2H_Staff_02	审判之杖	双手武器	THGL候选|item_it_mw_2h_staff_02
ItMw_2H_Staff_Orc	格拉赫特纳克	双手武器	THGL候选|item_it_mw_2h_staff_orc
ItMw_2H_Staff_Scepter	权杖	双手武器	THGL候选|item_it_mw_2h_staff_scepter
ItMw_2H_Staff_Ulumulu	乌鲁穆鲁	双手武器	THGL候选|item_it_mw_2h_staff_ulumulu
ItMw_2H_Staff_Unorc	沙巴纳克	双手武器	THGL候选|item_it_mw_2h_staff_unorc
ItMw_2H_Sword_01	双手剑	双手武器	THGL候选|item_it_mw_2h_sword_01
ItMw_2H_Sword_02	英雄之刃	双手武器	THGL候选|item_it_mw_2h_sword_02
ItMw_2H_Sword_03	鲜血之刃	双手武器	THGL候选|item_it_mw_2h_sword_03
ItMw_2H_Sword_Beliar	贝利亚之爪	双手武器	THGL候选|item_it_mw_2h_sword_beliar
ItMw_2H_Sword_Heavy_01	重型双手剑	双手武器	THGL候选|item_it_mw_2h_sword_heavy_01
ItMw_2H_Sword_Heavy_02	狂暴钢剑	双手武器	THGL候选|item_it_mw_2h_sword_heavy_02
ItMw_2H_Sword_Heavy_03	愤怒钢剑	双手武器	THGL候选|item_it_mw_2h_sword_heavy_03
ItMw_2H_Sword_Heavy_04	复仇钢剑	双手武器	THGL候选|item_it_mw_2h_sword_heavy_04
ItMw_2H_Sword_Innos	伊诺斯之怒	双手武器	THGL候选|item_it_mw_2h_sword_innos
ItMw_2H_Sword_Light_01	轻型双手剑	双手武器	THGL候选|item_it_mw_2h_sword_light_01
ItMw_2H_Sword_Light_02	看守之剑	双手武器	THGL候选|item_it_mw_2h_sword_light_02
ItMw_2H_Sword_Light_03	佣兵之剑	双手武器	THGL候选|item_it_mw_2h_sword_light_03
ItMw_2H_Sword_Light_04	王者之剑	双手武器	THGL候选|item_it_mw_2h_sword_light_04
ItMw_2H_Sword_Light_05	恶魔剑	双手武器	THGL候选|item_it_mw_2h_sword_light_05
ItMw_2H_Sword_Old_01	生锈的双手剑	双手武器	THGL候选|item_it_mw_2h_sword_old_01
ItMw_2H_Sword_Orc_01	克鲁什·瓦罗克	双手武器	THGL候选|item_it_mw_2h_sword_orc_01
ItMw_2H_Sword_Thorus	托鲁斯的剑	双手武器	THGL候选|item_it_mw_2h_sword_thorus
ItMw_2H_Sword_Uriziel_01	奇异之剑	双手武器	THGL候选|item_it_mw_2h_sword_uriziel_01
ItMw_2H_Sword_Uriziel_02	尤里泽尔	双手武器	THGL候选|item_it_mw_2h_sword_uriziel_02
ItMw_2H_Sword_Uriziel_03	尤里泽尔	双手武器	THGL候选|item_it_mw_2h_sword_uriziel_03
ItMw_2H_Sword_Wind	红风	双手武器	THGL候选|item_it_mw_2h_sword_wind
ItRw_Bow_Diego	迪亚哥的弓	弓	THGL候选|item_it_rw_bow_diego
ItRw_Bow_Long_01	长弓	弓	THGL候选|item_it_rw_bow_long_01
ItRw_Bow_Long_02	篱木弓	弓	THGL候选|item_it_rw_bow_long_02
ItRw_Bow_Long_03	柳木弓	弓	THGL候选|item_it_rw_bow_long_03
ItRw_Bow_Long_04	橡木弓	弓	THGL候选|item_it_rw_bow_long_04
ItRw_Bow_Long_05	碎狼弓	弓	THGL候选|item_it_rw_bow_long_05
ItRw_Bow_Long_06	破风弓	弓	THGL候选|item_it_rw_bow_long_06
ItRw_Bow_Long_07	陆军弓	弓	THGL候选|item_it_rw_bow_long_07
ItRw_Bow_Long_08	角弓	弓	THGL候选|item_it_rw_bow_long_08
ItRw_Bow_Long_09	猎弓	弓	THGL候选|item_it_rw_bow_long_09
ItRw_Bow_Long_10	汉诺的柳木弓	弓	THGL候选|item_it_rw_bow_long_10
ItRw_Bow_Long_11	汉诺的橡木弓	弓	THGL候选|item_it_rw_bow_long_11
ItRw_Bow_Long_12	汉诺的铁木弓	弓	THGL候选|item_it_rw_bow_long_12
ItRw_Bow_Small_01	短弓	弓	THGL候选|item_it_rw_bow_small_01
ItRw_Bow_Small_02	骑士之弓	弓	THGL候选|item_it_rw_bow_small_02
ItRw_Bow_Small_03	野战弓	弓	THGL候选|item_it_rw_bow_small_03
ItRw_Bow_Small_04	狩猎弓	弓	THGL候选|item_it_rw_bow_small_04
ItRw_Bow_Small_05	骨弓	弓	THGL候选|item_it_rw_bow_small_05
ItRw_Bow_War_01	战弓	弓	THGL候选|item_it_rw_bow_war_01
ItRw_Bow_War_02	追猎兽族之弓	弓	THGL候选|item_it_rw_bow_war_02
ItRw_Bow_War_03	风暴弓	弓	THGL候选|item_it_rw_bow_war_03
ItRw_Bow_War_04	恶魔弓	弓	THGL候选|item_it_rw_bow_war_04
ItRw_Bow_War_05	死亡之弓	弓	THGL候选|item_it_rw_bow_war_05
ItRw_Bow_Wolf	狼之弓	弓	THGL候选|item_it_rw_bow_wolf
ItRw_Crossbow_01	轻弩	弓	THGL候选|item_it_rw_crossbow_01
ItRw_Crossbow_02	弩	弓	THGL候选|item_it_rw_crossbow_02
ItRw_Crossbow_03	重弩	弓	THGL候选|item_it_rw_crossbow_03
ItRw_Crossbow_04	战争之弩	弓	THGL候选|item_it_rw_crossbow_04
