Category	Code	Command	Path	Name
草本植物	ItFo_Plants_Mountainmoss_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_01_World.BP_ItFo_Plants_Mountainmoss_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_01_World.BP_ItFo_Plants_Mountainmoss_01_World_C	
草本植物	ItFo_Plants_Mountainmoss_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_02_Empty_World.BP_ItFo_Plants_Mountainmoss_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_02_Empty_World.BP_ItFo_Plants_Mountainmoss_02_Empty_World_C	
草本植物	ItFo_Plants_Mountainmoss_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_02_World_Drop.BP_ItFo_Plants_Mountainmoss_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_02_World_Drop.BP_ItFo_Plants_Mountainmoss_02_World_Drop_C	
草本植物	ItFo_Plants_Mountainmoss_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_02_World.BP_ItFo_Plants_Mountainmoss_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_02_World.BP_ItFo_Plants_Mountainmoss_02_World_C	
草本植物	ItFo_Plants_Mushroom_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Mushroom_01_Empty_World.BP_ItFo_Plants_Mushroom_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mushroom_01_Empty_World.BP_ItFo_Plants_Mushroom_01_Empty_World_C	
草本植物	ItFo_Plants_Mushroom_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Mushroom_01_World_Drop.BP_ItFo_Plants_Mushroom_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Mushroom_01_World_Drop.BP_ItFo_Plants_Mushroom_01_World_Drop_C	
草本植物	ItFo_Plants_Mushroom_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Mushroom_01_World.BP_ItFo_Plants_Mushroom_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mushroom_01_World.BP_ItFo_Plants_Mushroom_01_World_C	
草本植物	ItFo_Plants_Mushroom_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Mushroom_02_Empty_World.BP_ItFo_Plants_Mushroom_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mushroom_02_Empty_World.BP_ItFo_Plants_Mushroom_02_Empty_World_C	
草本植物	ItFo_Plants_Mushroom_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Mushroom_02_World_Drop.BP_ItFo_Plants_Mushroom_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Mushroom_02_World_Drop.BP_ItFo_Plants_Mushroom_02_World_Drop_C	
草本植物	ItFo_Plants_Mushroom_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Mushroom_02_World.BP_ItFo_Plants_Mushroom_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mushroom_02_World.BP_ItFo_Plants_Mushroom_02_World_C	
草本植物	ItFo_Plants_Nightshadow_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Nightshadow_01_Empty_World.BP_ItFo_Plants_Nightshadow_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Nightshadow_01_Empty_World.BP_ItFo_Plants_Nightshadow_01_Empty_World_C	
草本植物	ItFo_Plants_Nightshadow_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Nightshadow_01_World_Drop.BP_ItFo_Plants_Nightshadow_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Nightshadow_01_World_Drop.BP_ItFo_Plants_Nightshadow_01_World_Drop_C	
草本植物	ItFo_Plants_Nightshadow_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Nightshadow_01_World.BP_ItFo_Plants_Nightshadow_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Nightshadow_01_World.BP_ItFo_Plants_Nightshadow_01_World_C	
草本植物	ItFo_Plants_Nightshadow_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Nightshadow_02_Empty_World.BP_ItFo_Plants_Nightshadow_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Nightshadow_02_Empty_World.BP_ItFo_Plants_Nightshadow_02_Empty_World_C	
草本植物	ItFo_Plants_Nightshadow_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Nightshadow_02_World_Drop.BP_ItFo_Plants_Nightshadow_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Nightshadow_02_World_Drop.BP_ItFo_Plants_Nightshadow_02_World_Drop_C	
草本植物	ItFo_Plants_Nightshadow_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Nightshadow_02_World.BP_ItFo_Plants_Nightshadow_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Nightshadow_02_World.BP_ItFo_Plants_Nightshadow_02_World_C	
草本植物	ItFo_Plants_Orcherb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Orcherb_01_Empty_World.BP_ItFo_Plants_Orcherb_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Orcherb_01_Empty_World.BP_ItFo_Plants_Orcherb_01_Empty_World_C	
草本植物	ItFo_Plants_Orcherb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Orcherb_01_World_Drop.BP_ItFo_Plants_Orcherb_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Orcherb_01_World_Drop.BP_ItFo_Plants_Orcherb_01_World_Drop_C	
草本植物	ItFo_Plants_Orcherb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Orcherb_01_World.BP_ItFo_Plants_Orcherb_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Orcherb_01_World.BP_ItFo_Plants_Orcherb_01_World_C	
草本植物	ItFo_Plants_Orcherb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Orcherb_02_Empty_World.BP_ItFo_Plants_Orcherb_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Orcherb_02_Empty_World.BP_ItFo_Plants_Orcherb_02_Empty_World_C	
草本植物	ItFo_Plants_Orcherb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Orcherb_02_World_Drop.BP_ItFo_Plants_Orcherb_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Orcherb_02_World_Drop.BP_ItFo_Plants_Orcherb_02_World_Drop_C	
草本植物	ItFo_Plants_Orcherb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Orcherb_02_World.BP_ItFo_Plants_Orcherb_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Orcherb_02_World.BP_ItFo_Plants_Orcherb_02_World_C	
草本植物	ItFo_Plants_OrcSpore	Summon /Game/Items/Herb/BP_ItFo_Plants_OrcSpore_Empty_World.BP_ItFo_Plants_OrcSpore_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_OrcSpore_Empty_World.BP_ItFo_Plants_OrcSpore_Empty_World_C	
草本植物	ItFo_Plants_OrcSpore	Summon /Game/Items/Herb/BP_ItFo_Plants_OrcSpore_World_Drop.BP_ItFo_Plants_OrcSpore_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_OrcSpore_World_Drop.BP_ItFo_Plants_OrcSpore_World_Drop_C	
草本植物	ItFo_Plants_OrcSpore	Summon /Game/Items/Herb/BP_ItFo_Plants_OrcSpore_World.BP_ItFo_Plants_OrcSpore_World_C	/Game/Items/Herb/BP_ItFo_Plants_OrcSpore_World.BP_ItFo_Plants_OrcSpore_World_C	
草本植物	ItFo_Plants_Ravenherb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Ravenherb_01_Empty_World.BP_ItFo_Plants_Ravenherb_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Ravenherb_01_Empty_World.BP_ItFo_Plants_Ravenherb_01_Empty_World_C	
草本植物	ItFo_Plants_Ravenherb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Ravenherb_01_World_Drop.BP_ItFo_Plants_Ravenherb_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Ravenherb_01_World_Drop.BP_ItFo_Plants_Ravenherb_01_World_Drop_C	
草本植物	ItFo_Plants_Ravenherb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Ravenherb_01_World.BP_ItFo_Plants_Ravenherb_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Ravenherb_01_World.BP_ItFo_Plants_Ravenherb_01_World_C	
草本植物	ItFo_Plants_Ravenherb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Ravenherb_02_Empty_World.BP_ItFo_Plants_Ravenherb_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Ravenherb_02_Empty_World.BP_ItFo_Plants_Ravenherb_02_Empty_World_C	
草本植物	ItFo_Plants_Ravenherb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Ravenherb_02_World_Drop.BP_ItFo_Plants_Ravenherb_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Ravenherb_02_World_Drop.BP_ItFo_Plants_Ravenherb_02_World_Drop_C	
草本植物	ItFo_Plants_Ravenherb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Ravenherb_02_World.BP_ItFo_Plants_Ravenherb_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Ravenherb_02_World.BP_ItFo_Plants_Ravenherb_02_World_C	
草本植物	ItFo_Plants_Seraphis_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Seraphis_01_Empty_World.BP_ItFo_Plants_Seraphis_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Seraphis_01_Empty_World.BP_ItFo_Plants_Seraphis_01_Empty_World_C	
草本植物	ItFo_Plants_Seraphis_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Seraphis_01_World_Drop.BP_ItFo_Plants_Seraphis_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Seraphis_01_World_Drop.BP_ItFo_Plants_Seraphis_01_World_Drop_C	
草本植物	ItFo_Plants_Seraphis_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Seraphis_01_World.BP_ItFo_Plants_Seraphis_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Seraphis_01_World.BP_ItFo_Plants_Seraphis_01_World_C	
草本植物	ItFo_Plants_Siren	Summon /Game/Items/Herb/BP_ItFo_Plants_Siren_Empty_World.BP_ItFo_Plants_Siren_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Siren_Empty_World.BP_ItFo_Plants_Siren_Empty_World_C	
草本植物	ItFo_Plants_Siren	Summon /Game/Items/Herb/BP_ItFo_Plants_Siren_World_Drop.BP_ItFo_Plants_Siren_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Siren_World_Drop.BP_ItFo_Plants_Siren_World_Drop_C	
草本植物	ItFo_Plants_Siren	Summon /Game/Items/Herb/BP_ItFo_Plants_Siren_World.BP_ItFo_Plants_Siren_World_C	/Game/Items/Herb/BP_ItFo_Plants_Siren_World.BP_ItFo_Plants_Siren_World_C	
草本植物	ItFo_Plants_Stoneroot_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Stoneroot_01_Empty_World.BP_ItFo_Plants_Stoneroot_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Stoneroot_01_Empty_World.BP_ItFo_Plants_Stoneroot_01_Empty_World_C	
草本植物	ItFo_Plants_Stoneroot_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Stoneroot_01_World_Drop.BP_ItFo_Plants_Stoneroot_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Stoneroot_01_World_Drop.BP_ItFo_Plants_Stoneroot_01_World_Drop_C	
草本植物	ItFo_Plants_Stoneroot_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Stoneroot_01_World.BP_ItFo_Plants_Stoneroot_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Stoneroot_01_World.BP_ItFo_Plants_Stoneroot_01_World_C	
草本植物	ItFo_Plants_Stoneroot_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Stoneroot_02_Empty_World.BP_ItFo_Plants_Stoneroot_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Stoneroot_02_Empty_World.BP_ItFo_Plants_Stoneroot_02_Empty_World_C	
草本植物	ItFo_Plants_Stoneroot_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Stoneroot_02_World_Drop.BP_ItFo_Plants_Stoneroot_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Stoneroot_02_World_Drop.BP_ItFo_Plants_Stoneroot_02_World_Drop_C	
草本植物	ItFo_Plants_Stoneroot_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Stoneroot_02_World.BP_ItFo_Plants_Stoneroot_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Stoneroot_02_World.BP_ItFo_Plants_Stoneroot_02_World_C	
草本植物	ItFo_Plants_Trollbane	Summon /Game/Items/Herb/BP_ItFo_Plants_Trollbane_Empty_World.BP_ItFo_Plants_Trollbane_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Trollbane_Empty_World.BP_ItFo_Plants_Trollbane_Empty_World_C	
草本植物	ItFo_Plants_Trollbane	Summon /Game/Items/Herb/BP_ItFo_Plants_Trollbane_World_Drop.BP_ItFo_Plants_Trollbane_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Trollbane_World_Drop.BP_ItFo_Plants_Trollbane_World_Drop_C	
草本植物	ItFo_Plants_Trollbane	Summon /Game/Items/Herb/BP_ItFo_Plants_Trollbane_World.BP_ItFo_Plants_Trollbane_World_C	/Game/Items/Herb/BP_ItFo_Plants_Trollbane_World.BP_ItFo_Plants_Trollbane_World_C	
草本植物	ItFo_Plants_Velayis_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Velayis_01_Empty_World.BP_ItFo_Plants_Velayis_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Velayis_01_Empty_World.BP_ItFo_Plants_Velayis_01_Empty_World_C	
草本植物	ItFo_Plants_Velayis_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Velayis_01_World_Drop.BP_ItFo_Plants_Velayis_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Velayis_01_World_Drop.BP_ItFo_Plants_Velayis_01_World_Drop_C	
草本植物	ItFo_Plants_Velayis_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Velayis_01_World.BP_ItFo_Plants_Velayis_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Velayis_01_World.BP_ItFo_Plants_Velayis_01_World_C	
草本植物	ItFo_Plants_Widow	Summon /Game/Items/Herb/BP_ItFo_Plants_Widow_Empty_World.BP_ItFo_Plants_Widow_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Widow_Empty_World.BP_ItFo_Plants_Widow_Empty_World_C	
草本植物	ItFo_Plants_Widow	Summon /Game/Items/Herb/BP_ItFo_Plants_Widow_World_Drop.BP_ItFo_Plants_Widow_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Widow_World_Drop.BP_ItFo_Plants_Widow_World_Drop_C	
草本植物	ItFo_Plants_Widow	Summon /Game/Items/Herb/BP_ItFo_Plants_Widow_World.BP_ItFo_Plants_Widow_World_C	/Game/Items/Herb/BP_ItFo_Plants_Widow_World.BP_ItFo_Plants_Widow_World_C	
草本植物	ItMi_Joint_01	Summon /Game/Items/Herb/BP_ItMi_Joint_01_World.BP_ItMi_Joint_01_World_C	/Game/Items/Herb/BP_ItMi_Joint_01_World.BP_ItMi_Joint_01_World_C	
草本植物	ItMi_Joint_02	Summon /Game/Items/Herb/BP_ItMi_Joint_02_World.BP_ItMi_Joint_02_World_C	/Game/Items/Herb/BP_ItMi_Joint_02_World.BP_ItMi_Joint_02_World_C	
草本植物	ItMi_Joint_03	Summon /Game/Items/Herb/BP_ItMi_Joint_03_World.BP_ItMi_Joint_03_World_C	/Game/Items/Herb/BP_ItMi_Joint_03_World.BP_ItMi_Joint_03_World_C	
草本植物	ItMi_Plants_Swampherb_01	Summon /Game/Items/Herb/BP_ItMi_Plants_Swampherb_01_Empty_World.BP_ItMi_Plants_Swampherb_01_Empty_World_C	/Game/Items/Herb/BP_ItMi_Plants_Swampherb_01_Empty_World.BP_ItMi_Plants_Swampherb_01_Empty_World_C	
草本植物	ItMi_Plants_Swampherb_01	Summon /Game/Items/Herb/BP_ItMi_Plants_Swampherb_01_World_Drop.BP_ItMi_Plants_Swampherb_01_World_Drop_C	/Game/Items/Herb/BP_ItMi_Plants_Swampherb_01_World_Drop.BP_ItMi_Plants_Swampherb_01_World_Drop_C	
草本植物	ItMi_Plants_Swampherb_01	Summon /Game/Items/Herb/BP_ItMi_Plants_Swampherb_01_World.BP_ItMi_Plants_Swampherb_01_World_C	/Game/Items/Herb/BP_ItMi_Plants_Swampherb_01_World.BP_ItMi_Plants_Swampherb_01_World_C	
钥匙	ItKe_AbandonedGallery_01	Summon /Game/Items/Key/BP_ItKe_AbandonedGallery_01_World.BP_ItKe_AbandonedGallery_01_World_C	/Game/Items/Key/BP_ItKe_AbandonedGallery_01_World.BP_ItKe_AbandonedGallery_01_World_C	
钥匙	ItKe_AbandonedMine_01	Summon /Game/Items/Key/BP_ItKe_AbandonedMine_01_World.BP_ItKe_AbandonedMine_01_World_C	/Game/Items/Key/BP_ItKe_AbandonedMine_01_World.BP_ItKe_AbandonedMine_01_World_C	
钥匙	ItKe_BanditCell	Summon /Game/Items/Key/BP_ItKe_BanditCell_World.BP_ItKe_BanditCell_World_C	/Game/Items/Key/BP_ItKe_BanditCell_World.BP_ItKe_BanditCell_World_C	
钥匙	ItKe_Berg_01	Summon /Game/Items/Key/BP_ItKe_Berg_01_World.BP_ItKe_Berg_01_World_C	/Game/Items/Key/BP_ItKe_Berg_01_World.BP_ItKe_Berg_01_World_C	
钥匙	ItKe_CaptainShip	Summon /Game/Items/Key/BP_ItKe_CaptainShip_World.BP_ItKe_CaptainShip_World_C	/Game/Items/Key/BP_ItKe_CaptainShip_World.BP_ItKe_CaptainShip_World_C	
钥匙	ItKe_Cavalorn_01	Summon /Game/Items/Key/BP_ItKe_Cavalorn_01_World.BP_ItKe_Cavalorn_01_World_C	/Game/Items/Key/BP_ItKe_Cavalorn_01_World.BP_ItKe_Cavalorn_01_World_C	
钥匙	ItKe_CellarCages_01	Summon /Game/Items/Key/BP_ItKe_CellarCages_01_World.BP_ItKe_CellarCages_01_World_C	/Game/Items/Key/BP_ItKe_CellarCages_01_World.BP_ItKe_CellarCages_01_World_C	
钥匙	ItKe_Dungeonkey	Summon /Game/Items/Key/BP_ItKe_Dungeonkey_World.BP_ItKe_Dungeonkey_World_C	/Game/Items/Key/BP_ItKe_Dungeonkey_World.BP_ItKe_Dungeonkey_World_C	
钥匙	ItKe_FireMagesRoom	Summon /Game/Items/Key/BP_ItKe_FireMagesRoom_World.BP_ItKe_FireMagesRoom_World_C	/Game/Items/Key/BP_ItKe_FireMagesRoom_World.BP_ItKe_FireMagesRoom_World_C	
钥匙	ItKe_FiskStorage	Summon /Game/Items/Key/BP_ItKe_FiskStorage_World.BP_ItKe_FiskStorage_World_C	/Game/Items/Key/BP_ItKe_FiskStorage_World.BP_ItKe_FiskStorage_World_C	
钥匙	ItKe_Focus_04	Summon /Game/Items/Key/BP_ItKe_Focus_04_World.BP_ItKe_Focus_04_World_C	/Game/Items/Key/BP_ItKe_Focus_04_World.BP_ItKe_Focus_04_World_C	
钥匙	ItKe_Focus_05	Summon /Game/Items/Key/BP_ItKe_Focus_05_World.BP_ItKe_Focus_05_World_C	/Game/Items/Key/BP_ItKe_Focus_05_World.BP_ItKe_Focus_05_World_C	
钥匙	ItKe_FocusStone	Summon /Game/Items/Key/BP_ItKe_FocusStone_World.BP_ItKe_FocusStone_World_C	/Game/Items/Key/BP_ItKe_FocusStone_World.BP_ItKe_FocusStone_World_C	
钥匙	ItKe_Freemine	Summon /Game/Items/Key/BP_ItKe_Freemine_World.BP_ItKe_Freemine_World_C	/Game/Items/Key/BP_ItKe_Freemine_World.BP_ItKe_Freemine_World_C	
钥匙	ItKe_Gomez_01	Summon /Game/Items/Key/BP_ItKe_Gomez_01_World.BP_ItKe_Gomez_01_World_C	/Game/Items/Key/BP_ItKe_Gomez_01_World.BP_ItKe_Gomez_01_World_C	
钥匙	ItKe_GomezCastleMaster	Summon /Game/Items/Key/BP_ItKe_GomezCastleMaster_World.BP_ItKe_GomezCastleMaster_World_C	/Game/Items/Key/BP_ItKe_GomezCastleMaster_World.BP_ItKe_GomezCastleMaster_World_C	
钥匙	ItKe_GraveyardLever	Summon /Game/Items/Key/BP_ItKe_GraveyardLever_World.BP_ItKe_GraveyardLever_World_C	/Game/Items/Key/BP_ItKe_GraveyardLever_World.BP_ItKe_GraveyardLever_World_C	
钥匙	ItKe_Kalom_01	Summon /Game/Items/Key/BP_ItKe_Kalom_01_World.BP_ItKe_Kalom_01_World_C	/Game/Items/Key/BP_ItKe_Kalom_01_World.BP_ItKe_Kalom_01_World_C	
钥匙	ItKe_LeeDoor	Summon /Game/Items/Key/BP_ItKe_LeeDoor_World.BP_ItKe_LeeDoor_World_C	/Game/Items/Key/BP_ItKe_LeeDoor_World.BP_ItKe_LeeDoor_World_C	
钥匙	ItKe_LootCage_01	Summon /Game/Items/Key/BP_ItKe_LootCage_01_World.BP_ItKe_LootCage_01_World_C	/Game/Items/Key/BP_ItKe_LootCage_01_World.BP_ItKe_LootCage_01_World_C	
钥匙	ItKe_MerchantCellarDoor	Summon /Game/Items/Key/BP_ItKe_MerchantCellarDoor_World.BP_ItKe_MerchantCellarDoor_World_C	/Game/Items/Key/BP_ItKe_MerchantCellarDoor_World.BP_ItKe_MerchantCellarDoor_World_C	
钥匙	ItKe_Om_02	Summon /Game/Items/Key/BP_ItKe_Om_02_World.BP_ItKe_Om_02_World_C	/Game/Items/Key/BP_ItKe_Om_02_World.BP_ItKe_Om_02_World_C	
钥匙	ItKe_Om_03	Summon /Game/Items/Key/BP_ItKe_Om_03_World.BP_ItKe_Om_03_World_C	/Game/Items/Key/BP_ItKe_Om_03_World.BP_ItKe_Om_03_World_C	
钥匙	ItKe_OrcGraveyard	Summon /Game/Items/Key/BP_ItKe_OrcGraveyard_World.BP_ItKe_OrcGraveyard_World_C	/Game/Items/Key/BP_ItKe_OrcGraveyard_World.BP_ItKe_OrcGraveyard_World_C	
钥匙	ItKe_OrcGraveyardPiece_01	Summon /Game/Items/Key/BP_ItKe_OrcGraveyardPiece_01_World.BP_ItKe_OrcGraveyardPiece_01_World_C	/Game/Items/Key/BP_ItKe_OrcGraveyardPiece_01_World.BP_ItKe_OrcGraveyardPiece_01_World_C	
钥匙	ItKe_OrcGraveyardPiece_02	Summon /Game/Items/Key/BP_ItKe_OrcGraveyardPiece_02_World.BP_ItKe_OrcGraveyardPiece_02_World_C	/Game/Items/Key/BP_ItKe_OrcGraveyardPiece_02_World.BP_ItKe_OrcGraveyardPiece_02_World_C	
钥匙	ItKe_Quentin_01	Summon /Game/Items/Key/BP_ItKe_Quentin_01_World.BP_ItKe_Quentin_01_World_C	/Game/Items/Key/BP_ItKe_Quentin_01_World.BP_ItKe_Quentin_01_World_C	
钥匙	ItKe_RavenTower	Summon /Game/Items/Key/BP_ItKe_RavenTower_World.BP_ItKe_RavenTower_World_C	/Game/Items/Key/BP_ItKe_RavenTower_World.BP_ItKe_RavenTower_World_C	
钥匙	ItKe_Ricelord_01	Summon /Game/Items/Key/BP_ItKe_Ricelord_01_World.BP_ItKe_Ricelord_01_World_C	/Game/Items/Key/BP_ItKe_Ricelord_01_World.BP_ItKe_Ricelord_01_World_C	
钥匙	ItKe_Smith_01	Summon /Game/Items/Key/BP_ItKe_Smith_01_World.BP_ItKe_Smith_01_World_C	/Game/Items/Key/BP_ItKe_Smith_01_World.BP_ItKe_Smith_01_World_C	
钥匙	ItKe_Storage_01	Summon /Game/Items/Key/BP_ItKe_Storage_01_World.BP_ItKe_Storage_01_World_C	/Game/Items/Key/BP_ItKe_Storage_01_World.BP_ItKe_Storage_01_World_C	
钥匙	ItKe_Sunkentower	Summon /Game/Items/Key/BP_ItKe_Sunkentower_World.BP_ItKe_Sunkentower_World_C	/Game/Items/Key/BP_ItKe_Sunkentower_World.BP_ItKe_Sunkentower_World_C	
钥匙	ItKe_TavernDoor	Summon /Game/Items/Key/BP_ItKe_TavernDoor_World.BP_ItKe_TavernDoor_World_C	/Game/Items/Key/BP_ItKe_TavernDoor_World.BP_ItKe_TavernDoor_World_C	
钥匙	ItKe_Tower_01	Summon /Game/Items/Key/BP_ItKe_Tower_01_World.BP_ItKe_Tower_01_World_C	/Game/Items/Key/BP_ItKe_Tower_01_World.BP_ItKe_Tower_01_World_C	
杂项	ItAm_Arrow	Summon /Game/Items/Misc/BP_ItAm_Arrow_World.BP_ItAm_Arrow_World_C	/Game/Items/Misc/BP_ItAm_Arrow_World.BP_ItAm_Arrow_World_C	
杂项	ItAm_Bolt	Summon /Game/Items/Misc/BP_ItAm_Bolt_World.BP_ItAm_Bolt_World_C	/Game/Items/Misc/BP_ItAm_Bolt_World.BP_ItAm_Bolt_World_C	
杂项	ItKe_Lockpick	Summon /Game/Items/Misc/BP_ItKe_Lockpick_World.BP_ItKe_Lockpick_World_C	/Game/Items/Misc/BP_ItKe_Lockpick_World.BP_ItKe_Lockpick_World_C	
杂项	ItLs_Torch	Summon /Game/Items/Misc/BP_ItLs_Torch_World.BP_ItLs_Torch_World_C	/Game/Items/Misc/BP_ItLs_Torch_World.BP_ItLs_Torch_World_C	
杂项	ItLs_Torchburned	Summon /Game/Items/Misc/BP_ItLs_Torchburned_World.BP_ItLs_Torchburned_World_C	/Game/Items/Misc/BP_ItLs_Torchburned_World.BP_ItLs_Torchburned_World_C	
杂项	ItMi_Alchemy_Moleratlubric_01	Summon /Game/Items/Misc/BP_ItMi_Alchemy_Moleratlubric_01_World.BP_ItMi_Alchemy_Moleratlubric_01_World_C	/Game/Items/Misc/BP_ItMi_Alchemy_Moleratlubric_01_World.BP_ItMi_Alchemy_Moleratlubric_01_World_C	
杂项	ItMi_Alchemy_Syranoil_01	Summon /Game/Items/Misc/BP_ItMi_Alchemy_Syranoil_01_World.BP_ItMi_Alchemy_Syranoil_01_World_C	/Game/Items/Misc/BP_ItMi_Alchemy_Syranoil_01_World.BP_ItMi_Alchemy_Syranoil_01_World_C	
杂项	ItMi_Candle_01	Summon /Game/Items/Misc/BP_ItMi_Candle_01_World.BP_ItMi_Candle_01_World_C	/Game/Items/Misc/BP_ItMi_Candle_01_World.BP_ItMi_Candle_01_World_C	
杂项	ItMi_Coop	Summon /Game/Items/Misc/BP_ItMi_Coop_World.BP_ItMi_Coop_World_C	/Game/Items/Misc/BP_ItMi_Coop_World.BP_ItMi_Coop_World_C	
杂项	ItMi_Hammer	Summon /Game/Items/Misc/BP_ItMi_Hammer_World.BP_ItMi_Hammer_World_C	/Game/Items/Misc/BP_ItMi_Hammer_World.BP_ItMi_Hammer_World_C	
杂项	ItMi_Inscription_Parchment	Summon /Game/Items/Misc/BP_ItMi_Inscription_Parchment_World.BP_ItMi_Inscription_Parchment_World_C	/Game/Items/Misc/BP_ItMi_Inscription_Parchment_World.BP_ItMi_Inscription_Parchment_World_C	
杂项	ItMi_JudgeHat	Summon /Game/Items/Misc/BP_ItMi_JudgeHat_World.BP_ItMi_JudgeHat_World_C	/Game/Items/Misc/BP_ItMi_JudgeHat_World.BP_ItMi_JudgeHat_World_C	
